,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GS,LEAGUE_ID,MIN,OREB,ORGANIZATION_ID,PF,PLAYER_AGE,PLAYER_ID,PTS,RANK_AST,RANK_BLK,RANK_DREB,RANK_EFF,RANK_FG3A,RANK_FG3M,RANK_FG3_PCT,RANK_FGA,RANK_FGM,RANK_FG_PCT,RANK_FTA,RANK_FTM,RANK_FT_PCT,RANK_MIN,RANK_OREB,RANK_PTS,RANK_REB,RANK_STL,RANK_TOV,REB,SCHOOL_NAME,SEASON_ID,STL,TEAM_ABBREVIATION,TEAM_ID,TOV,Team_ID,id,full_name,first_name,last_name,is_active,PlayerID,SportsDataID,Status,TeamID,Team,Jersey,PositionCategory,Position,FirstName,LastName,Height,Weight,BirthDate,BirthCity,BirthState,BirthCountry,HighSchool,College,Salary,PhotoUrl,Experience,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,FantasyAlarmPlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,FanDuelName,DraftKingsName,YahooName,DepthChartPosition,DepthChartOrder,GlobalTeamID,FantasyDraftName,FantasyDraftPlayerID,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated,NbaDotComPlayerID
36,1,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,3,0,00,5.0,0.0,,0,22.0,1628961,0,,,,,,,,,,,,,,,,,,,,1.0,,2019-20,0.0,LAL,1610612747.0,0.0,,1628961,Kostas Antetokounmpo,Kostas,Antetokounmpo,True,20002017,,Active,27,LAL,37,F,PF,Kostas,Antetokounmpo,82,200,1997-11-20T00:00:00,,,,,Dayton,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002017.png,0,d1b4d512-869c-497d-b40f-c0215051645b,2973.0,4448.0,201139.0,950367,775733.0,,Scrambled,Scrambled,,Scrambled,84725,950367,6071,Kostas Antetokounmpo,Kostas Antetokounmpo,Kostas Antetokounmpo,,,20000027,Kostas Antetokounmpo,950367,4587320.0,http://cdn.usatsimg.com/api/download/?imageID=11417706,http://cdn.usatsimg.com/api/download/?imageID=11993931,2018-10-11T14:51:18,2019-01-14T09:58:47,1628961
37,1,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,3,0,00,5.0,0.0,,0,22.0,1628961,0,,,,,,,,,,,,,,,,,,,,1.0,,2019-20,0.0,LAL,1610612747.0,0.0,,1628961,Kostas Antetokounmpo,Kostas,Antetokounmpo,True,20002017,,Active,27,LAL,37,F,PF,Kostas,Antetokounmpo,82,200,1997-11-20T00:00:00,,,,,Dayton,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002017.png,0,d1b4d512-869c-497d-b40f-c0215051645b,2973.0,4448.0,201139.0,950367,775733.0,,Scrambled,Scrambled,,Scrambled,84725,950367,6071,Kostas Antetokounmpo,Kostas Antetokounmpo,Kostas Antetokounmpo,,,20000027,Kostas Antetokounmpo,950367,4587320.0,http://cdn.usatsimg.com/api/download/?imageID=11417706,http://cdn.usatsimg.com/api/download/?imageID=11993931,2018-10-11T14:51:18,2019-01-14T09:58:47,1628961
39,9,2.0,8.0,7,0,0.0,36,19,0.528,15,7,0.467,18,2,00,93.0,11.0,,13,27.0,203648,45,,,,,,,,,,,,,,,,,,,,19.0,,2019-20,6.0,MIL,1610612749.0,11.0,,203648,Thanasis Antetokounmpo,Thanasis,Antetokounmpo,True,20001521,,Active,15,MIL,43,F,SF,Thanasis,Antetokounmpo,78,219,1992-07-18T00:00:00,Athens,Greece,,,,1445697.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001521.png,1,64c0e4e5-8711-4b86-8072-745f6084df73,2386.0,3634.0,200674.0,803207,761263.0,,Scrambled,Scrambled,,Scrambled,111372,803207,5362,Thanasis Antetokounmpo,Thanasis Antetokounmpo,Thanasis Antetokounmpo,SF,1.0,20000015,Thanasis Antetokounmpo,803207,4587744.0,http://cdn.usatsimg.com/api/download/?imageID=13477373,http://cdn.usatsimg.com/api/download/?imageID=13515122,2019-10-09T17:16:12,2019-10-14T10:09:13,203648
40,9,2.0,8.0,7,0,0.0,36,19,0.528,15,7,0.467,18,2,00,93.0,11.0,,13,27.0,203648,45,,,,,,,,,,,,,,,,,,,,19.0,,2019-20,6.0,MIL,1610612749.0,11.0,,203648,Thanasis Antetokounmpo,Thanasis,Antetokounmpo,True,20001521,,Active,15,MIL,43,F,SF,Thanasis,Antetokounmpo,78,219,1992-07-18T00:00:00,Athens,Greece,,,,1445697.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001521.png,1,64c0e4e5-8711-4b86-8072-745f6084df73,2386.0,3634.0,200674.0,803207,761263.0,,Scrambled,Scrambled,,Scrambled,111372,803207,5362,Thanasis Antetokounmpo,Thanasis Antetokounmpo,Thanasis Antetokounmpo,SF,1.0,20000015,Thanasis Antetokounmpo,803207,4587744.0,http://cdn.usatsimg.com/api/download/?imageID=13477373,http://cdn.usatsimg.com/api/download/?imageID=13515122,2019-10-09T17:16:12,2019-10-14T10:09:13,203648
42,79,23.0,252.0,194,72,0.371,679,289,0.426,134,113,0.843,50,50,00,1623.0,61.0,,142,35.0,2546,763,,,,,,,,,,,,,,,,,,,,313.0,,2019-20,40.0,POR,1610612757.0,87.0,,2546,Carmelo Anthony,Carmelo,Anthony,True,20000784,,Active,19,POR,0,F,PF,Carmelo,Anthony,80,238,1984-05-29T00:00:00,Brooklyn,New York,,,Syracuse,1364204.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000784.png,15,32688af1-7ac2-432e-b60a-74b9bd89df57,929.0,2351.0,200155.0,172890,542943.0,901.0,Scrambled,Scrambled,,Scrambled,9508,172890,3706,Carmelo Anthony,Carmelo Anthony,Carmelo Anthony,PF,1.0,20000019,Carmelo Anthony,172890,4586656.0,http://cdn.usatsimg.com/api/download/?imageID=11418004,http://cdn.usatsimg.com/api/download/?imageID=10772753,2018-10-11T15:27:13,2018-04-07T17:02:18,2546
43,79,23.0,252.0,194,72,0.371,679,289,0.426,134,113,0.843,50,50,00,1623.0,61.0,,142,35.0,2546,763,,,,,,,,,,,,,,,,,,,,313.0,,2019-20,40.0,POR,1610612757.0,87.0,,2546,Carmelo Anthony,Carmelo,Anthony,True,20000784,,Active,19,POR,0,F,PF,Carmelo,Anthony,80,238,1984-05-29T00:00:00,Brooklyn,New York,,,Syracuse,1364204.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000784.png,15,32688af1-7ac2-432e-b60a-74b9bd89df57,929.0,2351.0,200155.0,172890,542943.0,901.0,Scrambled,Scrambled,,Scrambled,9508,172890,3706,Carmelo Anthony,Carmelo Anthony,Carmelo Anthony,PF,1.0,20000019,Carmelo Anthony,172890,4586656.0,http://cdn.usatsimg.com/api/download/?imageID=11418004,http://cdn.usatsimg.com/api/download/?imageID=10772753,2018-10-11T15:27:13,2018-04-07T17:02:18,2546
45,99,42.0,267.0,215,82,0.381,527,267,0.507,86,59,0.686,63,62,00,1897.0,74.0,,155,22.0,1628384,675,,,,,,,,,,,,,,,,,,,,341.0,,2019-20,88.0,TOR,1610612761.0,75.0,,1628384,OG Anunoby,OG,Anunoby,True,20001838,,Active,10,TOR,3,F,SF,OG,Anunoby,79,232,1997-07-17T00:00:00,,,,,Indiana,2281800.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001838.png,1,9474fa0a-70dd-44c4-9751-dac5839ae7f3,2787.0,4121.0,200969.0,900535,766662.0,,Scrambled,Scrambled,,Scrambled,68090,900535,5836,O.G. Anunoby,OG Anunoby,OG Anunoby,SF,0.0,20000010,OG Anunoby,900535,4588029.0,http://cdn.usatsimg.com/api/download/?imageID=13583550,http://cdn.usatsimg.com/api/download/?imageID=13583549,2019-10-28T16:47:25,2019-10-28T16:47:24,1628384
46,99,42.0,267.0,215,82,0.381,527,267,0.507,86,59,0.686,63,62,00,1897.0,74.0,,155,22.0,1628384,675,,,,,,,,,,,,,,,,,,,,341.0,,2019-20,88.0,TOR,1610612761.0,75.0,,1628384,OG Anunoby,OG,Anunoby,True,20001838,,Active,10,TOR,3,F,SF,OG,Anunoby,79,232,1997-07-17T00:00:00,,,,,Indiana,2281800.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001838.png,1,9474fa0a-70dd-44c4-9751-dac5839ae7f3,2787.0,4121.0,200969.0,900535,766662.0,,Scrambled,Scrambled,,Scrambled,68090,900535,5836,O.G. Anunoby,OG Anunoby,OG Anunoby,SF,0.0,20000010,OG Anunoby,900535,4588029.0,http://cdn.usatsimg.com/api/download/?imageID=13583550,http://cdn.usatsimg.com/api/download/?imageID=13583549,2019-10-28T16:47:25,2019-10-28T16:47:24,1628384
48,96,3.0,90.0,138,54,0.391,220,90,0.409,38,27,0.711,58,4,00,930.0,20.0,,96,25.0,1627853,261,,,,,,,,,,,,,,,,,,,,110.0,,2019-20,27.0,CHI,1610612741.0,37.0,,1627853,Ryan Arcidiacono,Ryan,Arcidiacono,True,20001746,,Active,11,CHI,51,G,PG,Ryan,Arcidiacono,75,195,1994-03-26T00:00:00,Philadelphia,Pennsylvania,,,Villanova,3000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001746.png,1,7c2dc4ed-5d14-4342-9fe7-18c66fdcb6ab,2703.0,3938.0,200917.0,697940,751512.0,,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,23740,697940,5695,Ryan Arcidiacono,Ryan Arcidiacono,Ryan Arcidiacono,SG,1.0,20000011,Ryan Arcidiacono,697940,4587944.0,http://cdn.usatsimg.com/api/download/?imageID=13477289,http://cdn.usatsimg.com/api/download/?imageID=13514552,2019-10-09T17:16:12,2019-10-14T09:48:28,1627853
49,96,3.0,90.0,138,54,0.391,220,90,0.409,38,27,0.711,58,4,00,930.0,20.0,,96,25.0,1627853,261,,,,,,,,,,,,,,,,,,,,110.0,,2019-20,27.0,CHI,1610612741.0,37.0,,1627853,Ryan Arcidiacono,Ryan,Arcidiacono,True,20001746,,Active,11,CHI,51,G,PG,Ryan,Arcidiacono,75,195,1994-03-26T00:00:00,Philadelphia,Pennsylvania,,,Villanova,3000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001746.png,1,7c2dc4ed-5d14-4342-9fe7-18c66fdcb6ab,2703.0,3938.0,200917.0,697940,751512.0,,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,23740,697940,5695,Ryan Arcidiacono,Ryan Arcidiacono,Ryan Arcidiacono,SG,1.0,20000011,Ryan Arcidiacono,697940,4587944.0,http://cdn.usatsimg.com/api/download/?imageID=13477289,http://cdn.usatsimg.com/api/download/?imageID=13514552,2019-10-09T17:16:12,2019-10-14T09:48:28,1627853
51,50,7.0,125.0,122,43,0.352,165,64,0.388,27,21,0.778,32,0,00,791.0,21.0,,63,34.0,2772,192,,,,,,,,,,,,,,,,,,,,146.0,,2019-20,35.0,SAC,1610612758.0,28.0,,2772,Trevor Ariza,Trevor,Ariza,True,20000541,,Active,19,POR,8,F,SF,Trevor,Ariza,80,215,1985-06-30T00:00:00,Miami,Florida,,,UCLA,12195122.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000541.png,14,9392d5b6-3dbf-4375-8fdd-4dafaae6ede4,1083.0,2461.0,200199.0,229738,671738.0,1048.0,Scrambled,Scrambled,,Scrambled,9538,229738,3860,Trevor Ariza,Trevor Ariza,Trevor Ariza,SF,0.0,20000019,Trevor Ariza,229738,4586659.0,http://cdn.usatsimg.com/api/download/?imageID=13714940,http://cdn.usatsimg.com/api/download/?imageID=13714934,2019-11-26T10:26:18,2019-11-26T10:26:11,2772
52,41,8.0,87.0,85,34,0.4,159,78,0.491,47,41,0.872,21,21,00,702.0,13.0,,48,34.0,2772,231,,,,,,,,,,,,,,,,,,,,100.0,,2019-20,34.0,POR,1610612757.0,28.0,,2772,Trevor Ariza,Trevor,Ariza,True,20000541,,Active,19,POR,8,F,SF,Trevor,Ariza,80,215,1985-06-30T00:00:00,Miami,Florida,,,UCLA,12195122.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000541.png,14,9392d5b6-3dbf-4375-8fdd-4dafaae6ede4,1083.0,2461.0,200199.0,229738,671738.0,1048.0,Scrambled,Scrambled,,Scrambled,9538,229738,3860,Trevor Ariza,Trevor Ariza,Trevor Ariza,SF,0.0,20000019,Trevor Ariza,229738,4586659.0,http://cdn.usatsimg.com/api/download/?imageID=13714940,http://cdn.usatsimg.com/api/download/?imageID=13714934,2019-11-26T10:26:18,2019-11-26T10:26:11,2772
53,91,15.0,212.0,207,77,0.372,324,142,0.438,74,62,0.838,53,21,00,1492.0,34.0,,111,34.0,2772,423,,,,,,,,,,,,,,,,,,,,246.0,,2019-20,69.0,TOT,0.0,56.0,,2772,Trevor Ariza,Trevor,Ariza,True,20000541,,Active,19,POR,8,F,SF,Trevor,Ariza,80,215,1985-06-30T00:00:00,Miami,Florida,,,UCLA,12195122.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000541.png,14,9392d5b6-3dbf-4375-8fdd-4dafaae6ede4,1083.0,2461.0,200199.0,229738,671738.0,1048.0,Scrambled,Scrambled,,Scrambled,9538,229738,3860,Trevor Ariza,Trevor Ariza,Trevor Ariza,SF,0.0,20000019,Trevor Ariza,229738,4586659.0,http://cdn.usatsimg.com/api/download/?imageID=13714940,http://cdn.usatsimg.com/api/download/?imageID=13714934,2019-11-26T10:26:18,2019-11-26T10:26:11,2772
54,50,7.0,125.0,122,43,0.352,165,64,0.388,27,21,0.778,32,0,00,791.0,21.0,,63,34.0,2772,192,,,,,,,,,,,,,,,,,,,,146.0,,2019-20,35.0,SAC,1610612758.0,28.0,,2772,Trevor Ariza,Trevor,Ariza,True,20000541,,Active,19,POR,8,F,SF,Trevor,Ariza,80,215,1985-06-30T00:00:00,Miami,Florida,,,UCLA,12195122.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000541.png,14,9392d5b6-3dbf-4375-8fdd-4dafaae6ede4,1083.0,2461.0,200199.0,229738,671738.0,1048.0,Scrambled,Scrambled,,Scrambled,9538,229738,3860,Trevor Ariza,Trevor Ariza,Trevor Ariza,SF,0.0,20000019,Trevor Ariza,229738,4586659.0,http://cdn.usatsimg.com/api/download/?imageID=13714940,http://cdn.usatsimg.com/api/download/?imageID=13714934,2019-11-26T10:26:18,2019-11-26T10:26:11,2772
55,41,8.0,87.0,85,34,0.4,159,78,0.491,47,41,0.872,21,21,00,702.0,13.0,,48,34.0,2772,231,,,,,,,,,,,,,,,,,,,,100.0,,2019-20,34.0,POR,1610612757.0,28.0,,2772,Trevor Ariza,Trevor,Ariza,True,20000541,,Active,19,POR,8,F,SF,Trevor,Ariza,80,215,1985-06-30T00:00:00,Miami,Florida,,,UCLA,12195122.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000541.png,14,9392d5b6-3dbf-4375-8fdd-4dafaae6ede4,1083.0,2461.0,200199.0,229738,671738.0,1048.0,Scrambled,Scrambled,,Scrambled,9538,229738,3860,Trevor Ariza,Trevor Ariza,Trevor Ariza,SF,0.0,20000019,Trevor Ariza,229738,4586659.0,http://cdn.usatsimg.com/api/download/?imageID=13714940,http://cdn.usatsimg.com/api/download/?imageID=13714934,2019-11-26T10:26:18,2019-11-26T10:26:11,2772
56,91,15.0,212.0,207,77,0.372,324,142,0.438,74,62,0.838,53,21,00,1492.0,34.0,,111,34.0,2772,423,,,,,,,,,,,,,,,,,,,,246.0,,2019-20,69.0,TOT,0.0,56.0,,2772,Trevor Ariza,Trevor,Ariza,True,20000541,,Active,19,POR,8,F,SF,Trevor,Ariza,80,215,1985-06-30T00:00:00,Miami,Florida,,,UCLA,12195122.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000541.png,14,9392d5b6-3dbf-4375-8fdd-4dafaae6ede4,1083.0,2461.0,200199.0,229738,671738.0,1048.0,Scrambled,Scrambled,,Scrambled,9538,229738,3860,Trevor Ariza,Trevor Ariza,Trevor Ariza,SF,0.0,20000019,Trevor Ariza,229738,4586659.0,http://cdn.usatsimg.com/api/download/?imageID=13714940,http://cdn.usatsimg.com/api/download/?imageID=13714934,2019-11-26T10:26:18,2019-11-26T10:26:11,2772
58,223,1.0,91.0,174,60,0.345,397,156,0.393,157,139,0.885,49,6,00,1215.0,18.0,,53,32.0,201571,511,,,,,,,,,,,,,,,,,,,,109.0,,2019-20,30.0,ORL,1610612753.0,69.0,,201571,D.J. Augustin,D.J.,Augustin,True,20000813,,Active,5,ORL,14,G,PG,D.J.,Augustin,71,183,1987-11-10T00:00:00,New Orleans,Louisiana,,,Texas,7250000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000813.png,10,a18805c2-d746-4d4b-be83-5b96c3bdf6af,1471.0,2939.0,200534.0,329524,732679.0,1868.0,Scrambled,Scrambled,,Scrambled,9466,329524,4471,D.J. Augustin,D.J. Augustin,D.J. Augustin,PG,1.0,20000005,D.J. Augustin,329524,4587645.0,http://cdn.usatsimg.com/api/download/?imageID=13458752,http://cdn.usatsimg.com/api/download/?imageID=13515044,2019-10-09T17:16:12,2019-10-14T10:06:42,201571
59,223,1.0,91.0,174,60,0.345,397,156,0.393,157,139,0.885,49,6,00,1215.0,18.0,,53,32.0,201571,511,,,,,,,,,,,,,,,,,,,,109.0,,2019-20,30.0,ORL,1610612753.0,69.0,,201571,D.J. Augustin,D.J.,Augustin,True,20000813,,Active,5,ORL,14,G,PG,D.J.,Augustin,71,183,1987-11-10T00:00:00,New Orleans,Louisiana,,,Texas,7250000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000813.png,10,a18805c2-d746-4d4b-be83-5b96c3bdf6af,1471.0,2939.0,200534.0,329524,732679.0,1868.0,Scrambled,Scrambled,,Scrambled,9466,329524,4471,D.J. Augustin,D.J. Augustin,D.J. Augustin,PG,1.0,20000005,D.J. Augustin,329524,4587645.0,http://cdn.usatsimg.com/api/download/?imageID=13458752,http://cdn.usatsimg.com/api/download/?imageID=13515044,2019-10-09T17:16:12,2019-10-14T10:06:42,201571
61,57,51.0,237.0,3,0,0.0,465,255,0.548,78,60,0.769,30,25,00,996.0,123.0,,97,21.0,1629028,570,,,,,,,,,,,,,,,,,,,,360.0,,2019-20,22.0,PHX,1610612756.0,71.0,,1629028,Deandre Ayton,Deandre,Ayton,True,20001990,,Active,29,PHO,22,C,C,Deandre,Ayton,83,250,1998-07-23T00:00:00,,,,,Arizona,9562920.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001990.png,0,7ca4beac-bbd6-454f-b820-4e8442a3e1e5,2941.0,4372.0,201171.0,1061507,779969.0,,Scrambled,Scrambled,2020-03-12T00:00:00,Scrambled,84673,1061507,5958,Deandre Ayton,Deandre Ayton,Deandre Ayton,C,0.0,20000029,Deandre Ayton,1061507,4587171.0,http://cdn.usatsimg.com/api/download/?imageID=13454558,http://cdn.usatsimg.com/api/download/?imageID=13514557,2019-10-03T13:01:25,2019-10-14T09:48:38,1629028
62,57,51.0,237.0,3,0,0.0,465,255,0.548,78,60,0.769,30,25,00,996.0,123.0,,97,21.0,1629028,570,,,,,,,,,,,,,,,,,,,,360.0,,2019-20,22.0,PHX,1610612756.0,71.0,,1629028,Deandre Ayton,Deandre,Ayton,True,20001990,,Active,29,PHO,22,C,C,Deandre,Ayton,83,250,1998-07-23T00:00:00,,,,,Arizona,9562920.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001990.png,0,7ca4beac-bbd6-454f-b820-4e8442a3e1e5,2941.0,4372.0,201171.0,1061507,779969.0,,Scrambled,Scrambled,2020-03-12T00:00:00,Scrambled,84673,1061507,5958,Deandre Ayton,Deandre Ayton,Deandre Ayton,C,0.0,20000029,Deandre Ayton,1061507,4587171.0,http://cdn.usatsimg.com/api/download/?imageID=13454558,http://cdn.usatsimg.com/api/download/?imageID=13514557,2019-10-03T13:01:25,2019-10-14T09:48:38,1629028
64,52,2.0,85.0,67,19,0.284,244,85,0.348,53,35,0.66,39,11,00,687.0,15.0,,52,24.0,1628407,224,,,,,,,,,,,,,,,,,,,,100.0,,2019-20,23.0,CHA,1610612766.0,37.0,,1628407,Dwayne Bacon,Dwayne,Bacon,True,20001861,,Active,2,CHA,7,F,SF,Dwayne,Bacon,78,221,1995-08-30T00:00:00,,,,,Florida State,1618520.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001861.png,1,4bce90d5-d5ef-4fe3-b6ce-c974a3d44bdc,2832.0,4105.0,200983.0,879502,767988.0,,Scrambled,Scrambled,,Scrambled,66061,879502,5853,Dwayne Bacon,Dwayne Bacon,Dwayne Bacon,SF,1.0,20000002,Dwayne Bacon,879502,4587533.0,http://cdn.usatsimg.com/api/download/?imageID=13454614,http://cdn.usatsimg.com/api/download/?imageID=13514738,2019-10-03T13:02:16,2019-10-14T09:54:26,1628407
65,52,2.0,85.0,67,19,0.284,244,85,0.348,53,35,0.66,39,11,00,687.0,15.0,,52,24.0,1628407,224,,,,,,,,,,,,,,,,,,,,100.0,,2019-20,23.0,CHA,1610612766.0,37.0,,1628407,Dwayne Bacon,Dwayne,Bacon,True,20001861,,Active,2,CHA,7,F,SF,Dwayne,Bacon,78,221,1995-08-30T00:00:00,,,,,Florida State,1618520.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001861.png,1,4bce90d5-d5ef-4fe3-b6ce-c974a3d44bdc,2832.0,4105.0,200983.0,879502,767988.0,,Scrambled,Scrambled,,Scrambled,66061,879502,5853,Dwayne Bacon,Dwayne Bacon,Dwayne Bacon,SF,1.0,20000002,Dwayne Bacon,879502,4587533.0,http://cdn.usatsimg.com/api/download/?imageID=13454614,http://cdn.usatsimg.com/api/download/?imageID=13514738,2019-10-03T13:02:16,2019-10-14T09:54:26,1628407
67,10,12.0,68.0,22,4,0.182,167,78,0.467,31,25,0.806,13,6,00,334.0,29.0,,43,21.0,1628963,185,,,,,,,,,,,,,,,,,,,,97.0,,2019-20,6.0,SAC,1610612758.0,18.0,,1628963,Marvin Bagley III,Marvin,Bagley III,True,20001995,,Active,30,SAC,35,F,PF,Marvin,Bagley,83,235,1999-03-14T00:00:00,,,,,Duke,8556120.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001995.png,0,e86c1439-4ef0-4530-9c41-c3a682962eb3,2940.0,4397.0,201122.0,1076209,779989.0,,Scrambled,Scrambled,2020-03-12T00:00:00,Scrambled,84679,1076209,5959,Marvin Bagley,Marvin Bagley III,Marvin Bagley III,PF,0.0,20000030,Marvin Bagley III,1076209,4587214.0,http://cdn.usatsimg.com/api/download/?imageID=13714932,http://cdn.usatsimg.com/api/download/?imageID=13714918,2019-11-26T10:26:08,2019-11-26T10:25:46,1628963
68,10,12.0,68.0,22,4,0.182,167,78,0.467,31,25,0.806,13,6,00,334.0,29.0,,43,21.0,1628963,185,,,,,,,,,,,,,,,,,,,,97.0,,2019-20,6.0,SAC,1610612758.0,18.0,,1628963,Marvin Bagley III,Marvin,Bagley III,True,20001995,,Active,30,SAC,35,F,PF,Marvin,Bagley,83,235,1999-03-14T00:00:00,,,,,Duke,8556120.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001995.png,0,e86c1439-4ef0-4530-9c41-c3a682962eb3,2940.0,4397.0,201122.0,1076209,779989.0,,Scrambled,Scrambled,2020-03-12T00:00:00,Scrambled,84679,1076209,5959,Marvin Bagley,Marvin Bagley III,Marvin Bagley III,PF,0.0,20000030,Marvin Bagley III,1076209,4587214.0,http://cdn.usatsimg.com/api/download/?imageID=13714932,http://cdn.usatsimg.com/api/download/?imageID=13714918,2019-11-26T10:26:08,2019-11-26T10:25:46,1628963
70,392,30.0,285.0,363,139,0.383,628,259,0.412,67,38,0.567,56,47,00,1817.0,63.0,,110,22.0,1628366,695,,,,,,,,,,,,,,,,,,,,348.0,,2019-20,80.0,NOP,1610612740.0,172.0,,1628366,Lonzo Ball,Lonzo,Ball,True,20001823,,Active,23,NO,2,G,PG,Lonzo,Ball,78,190,1997-10-27T00:00:00,,,,,UCLA,8719320.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001823.png,1,0f1de951-5a0e-4bc7-977c-8dafd0fbf121,2778.0,4110.0,200944.0,946714,774924.0,,Scrambled,Scrambled,,Scrambled,80806,946714,5764,Lonzo Ball,Lonzo Ball,Lonzo Ball,PG,0.0,20000023,Lonzo Ball,946714,4587098.0,http://cdn.usatsimg.com/api/download/?imageID=13477272,http://cdn.usatsimg.com/api/download/?imageID=13514629,2019-10-09T17:16:12,2019-10-14T09:50:53,1628366
71,392,30.0,285.0,363,139,0.383,628,259,0.412,67,38,0.567,56,47,00,1817.0,63.0,,110,22.0,1628366,695,,,,,,,,,,,,,,,,,,,,348.0,,2019-20,80.0,NOP,1610612740.0,172.0,,1628366,Lonzo Ball,Lonzo,Ball,True,20001823,,Active,23,NO,2,G,PG,Lonzo,Ball,78,190,1997-10-27T00:00:00,,,,,UCLA,8719320.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001823.png,1,0f1de951-5a0e-4bc7-977c-8dafd0fbf121,2778.0,4110.0,200944.0,946714,774924.0,,Scrambled,Scrambled,,Scrambled,80806,946714,5764,Lonzo Ball,Lonzo Ball,Lonzo Ball,PG,0.0,20000023,Lonzo Ball,946714,4587098.0,http://cdn.usatsimg.com/api/download/?imageID=13477272,http://cdn.usatsimg.com/api/download/?imageID=13514629,2019-10-09T17:16:12,2019-10-14T09:50:53,1628366
73,42,85.0,201.0,104,37,0.356,282,132,0.468,46,31,0.674,60,0,00,868.0,98.0,,115,21.0,1628964,332,,,,,,,,,,,,,,,,,,,,299.0,,2019-20,22.0,ORL,1610612753.0,42.0,,1628964,Mo Bamba,Mo,Bamba,True,20001985,,Active,5,ORL,5,C,C,Mohamed,Bamba,84,231,1998-05-12T00:00:00,,,,,Texas,5697600.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001985.png,0,a6bf9402-7f41-49a9-ab28-fe0bdffb5060,2932.0,4371.0,201133.0,1071928,779977.0,,Scrambled,Scrambled,,Scrambled,84675,1071928,6017,Mohamed Bamba,Mo Bamba,Mo Bamba,C,1.0,20000005,Mo Bamba,1071928,4587646.0,http://cdn.usatsimg.com/api/download/?imageID=13458747,http://cdn.usatsimg.com/api/download/?imageID=13515015,2019-10-09T17:16:12,2019-10-14T10:05:14,1628964
